날짜,출처,제목,본문 요약 ,URL
2019.01.01.,뉴스제주,[2019 신년사] 오영훈 더불어민주당 제주도당위원장,"위한 「제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법」의 개정, 제2공항의 갈등해결 등의 지역 현안 해결에도 정치역량을 모아나겠습니다 올해는 60년 만에 맞이하는 황금돼지의 해라고 합니다. 돼지는...",http://www.newsjeju.net/news/articleView.html?idxno=322881
2019.01.01.,뉴스제주,[2019 신년사] 원희룡 제주특별자치도지사,김정은 북한 국무위원장의 답방 시 한라산 방문이 거론되는 등 '평화의 섬' 제주가 한반도 평화 정착의 징검다리 역할을 톡톡히 하고 있습니다. 민군복합형 관광미항 건설로 오랜 기간 갈등을 빚어온 강정마을도...,http://www.newsjeju.net/news/articleView.html?idxno=322874
2019.01.01.,굿모닝충청,"[포토뉴스]3.1운동 100주년, 모두가 하나 되는 새해 되길...","3.1운동은 서울, 대구, 부산, 제주는 물론 평양 등 북녘을 포함해 전국 각지에서 20여 일 동안 이어졌다.... 이를 바탕으로 경제 위기와 갈등을 벗고 한반도 평화를 위해 모두가 하나 되는 새해가 되길 빌어본다. 유관순...",http://www.goodmorningcc.com/news/articleView.html?idxno=206145
2019.01.01.,미디어제주,"""2019년 새해, 민생 경제와 청년 일자리 성과 내겠다""","현재 도청 앞에서 단식이 재개되는 등 갈등 국면인데 앞으로 제주도 차원의 중재 노력과, 어떻게 갈등 풀어나갈지? =작년에 김경배씨와 반대위가 농성을 하고, 그때 제주도와 반대위원회가 전격 합의해 국토부에 재검토...",http://www.mediajeju.com/news/articleView.html?idxno=313509
2019.01.01.,헤드라인제주,"""영리병원, 차선의 결정...행정체제는 '도민결정' 승복""","원 지사는 2018년 한해를 돌아보면서, ""복지 예산 20%를 넘는 등 성과와 보람도 있었으나 아쉬운 점도 있었다""면서 ""제주사회 현안, 갈등, 도민 의견이 분분한 부분들이 최선보다는 차선의 결정밖에 결정할 수 없었고, 이에...",http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=352277
2019.01.01.,헤드라인제주,[2019년 신년사] 위성곤 국회의원,"그리고 강정 주민들과 도민들의 노력으로 지난해 우리는 제주사회 현안이던 강정마을 갈등에 대한 대통령님의 유감 표명, 강정마을 공동체 회복에 대한 적극적인 지원 약속 등을 이끌어냈습니다. 이를 계기로 갈등이 아닌...",http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=352254
2019.01.01.,헤드라인제주,[2019년 신년사] 양윤경 서귀포시장,"현장중심의 소통으로 주민갈등 해소에 노력하겠습니다. 더 자주 만나도록 하겠습니다. 현장에서 대화하며... 산림휴양.치유 등 힐링수요 급증에 따라 무장애 숲 여행, 제주형 웰니스 산림치유, 유아숲 체험 등을 통한...",http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=352274
2019.01.01.,KBS,인천항 새해 크루즈·신국제여객터미널 개장…“공항과 시너지 기대”,"현재 국내 크루즈 전용부두는 부산 북항(22만t급), 서귀포 강정항(15만t급), 제주항(15만t급), 속초항(10만t급)... 인천∼중국 10개 항로 카페리 여객 수는 2016년 92만 명에 달했다가 '사드 갈등'이 불거진 2017년에 60만...",http://news.kbs.co.kr/news/view.do?ncd=4106580&ref=A
2019.01.01.,연합뉴스,[전국 주요 신문 톱뉴스](1일 조간),"터"" ▲ 제주신문 = 갈등ㆍ분열 털어내고 도민과 同行하는 도정 기대 ▲ 제주新보 = 따뜻한 경제로 풍성한 삶 누리기를… ▲ 제주일보 = ""제주를 제주답게""…'제주다움'이 미래다 ▲ 한라일보 = 성장 새 기틀 다져 희망의...",http://yna.kr/AKR20190101028000011?did=1195m
2019.01.01.,제주의소리,"원희룡 ""왼쪽이든, 오른쪽 뺨이든 맞을 수밖에 없는 구조""","현재 도청 앞에서 단식 재개되는 등 갈등 국면인데, 앞으로 제주도 차원에서 어떻게 풀어나갈지?""작년에 김경배씨와 반대위가 농성을 한 후 제주도와 반대위원회가 전격 합의해 국토부에 재조사 용역과 이에 대한 검증을...",http://www.jejusori.net/?mod=news&act=articleView&idxno=213257
2019.01.01.,제주의소리,"원희룡 ""영리병원 허용-행복주택 철회, 후일 평가받게 될 것""",제주도인터넷기자협회와 신년대담하고 있는 원희룡 제주지사제2공항 사전타당성 재조사 용역과 검토위원회 활동기간 연장을 놓고 국토부와 반대대책위가 파행을 빚고 있는 가운데 제주도의 중재노력과 갈등해소 방안에...,http://www.jejusori.net/?mod=news&act=articleView&idxno=213255
2019.01.01.,제주의소리,"“지혜와 화합, 넉넉한 마음으로 다함께 잘 사는 대한민국”","위한 「제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법」의 개정, 제2공항의 갈등해결 등의 지역 현안 해결에도 정치역량을 모아나겠습니다올해는 60년 만에 맞이하는 황금돼지의 해라고 합니다.돼지는 재산과...",http://www.jejusori.net/?mod=news&act=articleView&idxno=213293
2019.01.01.,한국농어촌방송,'2019년 이동진 진도군수 신년사',지금 추진 중인 진도항 2단계 개발 사업이 끝나는 2020년에는 국내에서 최단시간으로 제주를 갈 수 있는... 지역 갈등을 해소하는데 앞장서서 지역발전을 견인해 나갈 수 있도록 할 것입니다. 특히 그동안 급격한 도시화와...,http://www.newskr.kr/news/articleView.html?idxno=16626
2019.01.01.,제주의소리,[신년사] 양윤경 서귀포시장,"현장중심의 소통으로 주민갈등 해소에 노력하겠습니다.더 자주 만나도록 하겠습니다. 현장에서 대화하며... 산림휴양·치유 등 힐링수요 급증에 따라 무장애 숲 여행, 제주형 웰니스 산림치유, 유아숲 체험 등을 통한...",http://www.jejusori.net/?mod=news&act=articleView&idxno=213299
2019.01.01.,미디어제주,성산 일출제 해맞이 행사장 입구에서 제2공항 반대 홍보,제주 제2공항 성산읍반대대책위원회와 제주 제2공항 반대 범도민행동은 1월 1일 아침 성산일출제 해맞이... 성산읍대책위와 제2공항반대 범도민행동은 최근 국토부와 성산읍대책위가 제2공항 갈등을 풀기 위해 부실과...,http://www.mediajeju.com/news/articleView.html?idxno=313542
2019.01.01.,한라일보,[신년특별 인터뷰] 문정인 대통령 통일외교안보 특별보좌관,"문 특보는 ""4·3의 아픔을 공유하고 있는 제주 출신으로서 남북관계도 대립과 갈등 보다는 화해와 협력, 평화의 시각에서 접근해왔다""며 ""제주는 평화의 섬을 더 발전시켜 한반도와 동북아의 평화 거점으로 남과 북을 모두...",http://www.ihalla.com/read.php3?aid=1546246800617489309
2019.01.01.,제주의소리,"제주 제2공항 성산반대위-범도민 ""검토위 재개해야""",2018년 무술년(戊戌年)의 마지막날 제주 제2공항 성산읍반대대책위원회와 제주 제2공항반대범도민행동이... 이들은 “최근 국토교통부와 성산읍반대위는 제2공항 갈등 해결을 위해 부실 등 의혹이 있는 제2공항...,http://www.jejusori.net/?mod=news&act=articleView&idxno=213302
2019.01.01.,신아일보,[2019 신년사] 이동진 진도군수,지금 추진 중인 진도항 2단계 개발 사업이 끝나는 2020년에는 국내에서 최단시간으로 제주를 갈 수 있는... 지역 갈등을 해소하는데 앞장서서 지역발전을 견인해 나갈 수 있도록 할 것입니다. 특히 그동안 급격한 도시화와...,http://www.shinailbo.co.kr/news/articleView.html?idxno=1130551
2019.01.01.,국제뉴스,[전문] 양윤경 서귀포시장 기해년 새해 신년사,"현장중심의 소통으로 주민갈등 해소에 노력하겠습니다. 더 자주 만나도록 하겠습니다. 현장에서 대화하며... 산림휴양·치유 등 힐링수요 급증에 따라 무장애 숲 여행, 제주형 웰니스 산림치유, 유아숲 체험 등을 통한...",http://www.gukjenews.com/news/articleView.html?idxno=1047615
2019.01.01.,한라일보,"제2공항 성산반대위-범도민행동 ""검토위 재개 촉구""",제주 제2공항 성산읍반대대책위원회(이하 성산읍대책위)와 제주 제2공항반대범도민행동은 새해 첫날인 1일... 한편 국토교통부와 성산읍대책위는 제2공항의 갈등을 풀기 위해 부실과 조작 의혹을 받는 제2공항 사전타당성...,http://www.ihalla.com/read.php3?aid=1546335252617521044
2019.01.01.,동양일보,[새해 달라지는 것] 전국,◇ 교통 ▶제주·청주공항 시설 확장 4월 제주공항 여객터미널 확장공사가 완료돼 혼잡하던 공항에 다소... 이에 따라 국가 중요 물관리계획을 심의·의결하고 지역 간 물 문제와 갈등을 조정·해소하기 위해...,http://www.dynews.co.kr/news/articleView.html?idxno=437381
2019.01.01.,국제뉴스,[전문] 오영훈 민주당 제주도당위원장 2019년 신년사,"위한 「제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법」의 개정, 제2공항의 갈등해결 등의 지역 현안 해결에도 정치역량을 모아나겠습니다 올해는 60년 만에 맞이하는 황금돼지의 해라고 합니다. 돼지는...",http://www.gukjenews.com/news/articleView.html?idxno=1047680
2019.01.01.,국제뉴스,[전문] 위성곤 국회의원 2019 신년사,"그리고 강정 주민들과 도민들의 노력으로 지난해 우리는 제주사회 현안이던 강정마을 갈등에 대한 대통령님의 유감 표명, 강정마을 공동체 회복에 대한 적극적인 지원 약속 등을 이끌어냈습니다. 이를 계기로 갈등이...",http://www.gukjenews.com/news/articleView.html?idxno=1047679
2019.01.02.,헤드라인제주,"김태석 제주도의회 의장, 신년대담 일문일답 요지",◇제주도의 녹지국제병원 개원 허가를 둘러싸고 갈등이 심화되고 있다. 이에 대한 견해는. -공론이 갖는 힘과 의미를 간과했다고 본다. 공론(公論)은 공론화 과정을 통해 사회적 정당성을 획득한 의견이다. 사회구성원의...,http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=352310
2019.01.02.,연합뉴스,[전국 주요 신문 톱뉴스](2일 조간),"계층ㆍ젠더 갈등, 폭발력 더 커졌다 ▲ 디지털타임스 = ""먹고 사는 문제부터 해결"" 국민 77.6% '경제' 하소연... 제민일보 = 휴간 ▲ 제주신문 = 휴간 ▲ 제주新보 = 휴간 ▲ 제주일보 = 휴간 ▲ 한라일보 = 휴간 (서울=연합뉴스)",http://yna.kr/AKR20190102013800011?did=1195m
2019.01.02.,경남도민신문,하동 군정 베스트10·2019 핵심프로젝트10 선정,"◆2018 군정 베스트 10 = 군민과 공무원이 뽑은 베스트시책 넘버원은 사업 시행 이후 인근 남해군과 갈등을... 그 외에 2018 정부합동평가 최우수, 100원 행복택시 활성화, 공무원 제주도 현장워크숍, 금오산 레포츠시설...",http://www.gndomin.com/news/articleView.html?idxno=191917
2019.01.02.,중부일보,2019년 1월 2일(수) 전국 주요 신문 톱뉴스,"계층ㆍ젠더 갈등, 폭발력 더 커졌다 ▲ 디지털타임스 = ""먹고 사는 문제부터 해결"" 국민 77.6% '경제' 하소연... 함께 웃는다 ▲ 제민일보 = 휴간 ▲ 제주신문 = 휴간 ▲ 제주新보 = 휴간 ▲ 제주일보 = 휴간 ▲ 한라일보 = 휴간",http://www.joongboo.com/news/articleView.html?idxno=1316338
2019.01.02.,제주신보,'2019년도 서귀포시 신년인사회' 열려,"위 의원은 ""제2공항과 영리병원, 제주해군기지와 관련된 갈등 해소에 시민들과 함께 노력하겠다""고 말했다. 허 부의장도 ""황금돼지해를 맞아 서귀포시가 세계에서 가장 행복한 도시가 되기를 기원한다""고 덕담했다.",http://www.jejunews.com/news/articleView.html?idxno=2128625
2019.01.02.,한국교육신문,[2018년 10대뉴스] 무너진 교권… 그래도 교육에서 새 희망을 찾다!,심각한 갈등이 예상되는 정책에 대해 미리 충분한 의견 수렴을 거치겠다”고 밝혔다. 이후... 제주 C초에서는 학부모 한 명이 1년여 동안 100건 가량의 민원을 내면서 학사운영이 거의 마비돼 하윤수 한국교총 회장과 시...,http://www.hangyo.com/news/article.html?no=87497
2019.01.02.,제주도민일보,[전문]양윤경 서귀포시장 신년사,"현장중심의 소통으로 주민갈등 해소에 노력하겠습니다. 더 자주 만나도록 하겠습니다. 현장에서 대화하며... 산림휴양·치유 등 힐링수요 급증에 따라 무장애 숲 여행, 제주형 웰니스 산림치유, 유아숲 체험 등을 통한...",http://www.jejudomin.co.kr/news/articleView.html?idxno=108336
2019.01.02.,광주매일신문,[새해 달라지는 것들] 1세 미만 아동 및 임산부 의료비 부담 경감·청년 우대형 청약통장 가입연령 확대·생계 곤란 사유 병역면제 기준 변경 등,이에 따라 국가 중요 물관리계획을 심의·의결하고 지역 간 물 문제와 갈등을 조정·해소하기 위해... 도입되는 제주공항에서는 가방을 열지 않고도 검색이 가능해진다. 김포공항 국내선에서는 탑승구 진입 때 생체...,http://www.kjdaily.com/read.php3?aid=1546390074457092208
2019.01.02.,금강일보,[전국 주요 신문 톱뉴스](2일 조간),"계층ㆍ젠더 갈등, 폭발력 더 커졌다 ▲ 디지털타임스 = ""먹고 사는 문제부터 해결"" 국민 77.6% '경제' 하소연... 함께 웃는다 ▲ 제민일보 = 휴간 ▲ 제주신문 = 휴간 ▲ 제주新보 = 휴간 ▲ 제주일보 = 휴간 ▲ 한라일보 = 휴간",http://www.ggilbo.com/news/articleView.html?idxno=579797
2019.01.02.,문화일보,<올해를 빛낼 돼지띠 스타들>84세 이순재부터 24세 BTS까지… 황금돼지보다 ‘반짝반짝’,연말 제주 공연까지 마치고 현재는 휴식을 취하는 중. 그러나 전국투어 콘서트도 진행한 만큼 올해엔 방송... 고현정은 지난해 초 SBS 드라마 ‘리턴’에서 제작진과의 갈등으로 중도 하차하면서 홍역을 치렀다. 올해엔...,http://www.munhwa.com/news/view.html?no=2019010201032939179001
2019.01.02.,UPI뉴스,"한국당, '반문연대'로 단일대오 가능할까?","김 위원장은 황교안 전 국무총리와 원희룡 제주특별자치도지사, 오세훈 전 서울시장 같은 잠룡들에게 연달아... 나경원 원내대표는 계파 갈등을 없애겠다고 선언했지만 비박계와 친박계의 갈등 가능성을 배제할 수 없는...",http://www.upinews.kr/news/newsview.php?ncode=1065579583478688
2019.01.02.,약사공론,"올해 국회, 총선 전 입법 경쟁·의료영리화 논란 치열 예상","말 제주특별자치도 영리병원 허용으로 본격화된 의료영리화 논란이 거세질 전망이다. 영리병원 허용에서 시작해 원격의료 법제화, 의료산업 관련 규제완화 법안 등은 지난해에 이어 심한 갈등이 예상된다. 원격의료 관련...",http://www.kpanews.co.kr/article/show.asp?idx=200432&table=article&category=C
2019.01.02.,일요신문,[신년사] 양윤경 서귀포 시장,"현장중심의 소통으로 주민갈등 해소에 노력하겠습니다. 더 자주 만나도록 하겠습니다. 현장에서 대화하며... 산림휴양·치유 등 힐링수요 급증에 따라 무장애 숲 여행, 제주형 웰니스 산림치유, 유아숲 체험 등을 통한...",http://ilyo.co.kr/?ac=article_view&entry_id=321215
2019.01.02.,일간투데이,[신년사] 이동진 전남 진도군수,지금 추진 중인 진도항 2단계 개발 사업이 끝나는 2020년에는 국내에서 최단시간으로 제주를 갈 수 있는... 지역 갈등을 해소하는데 앞장서서 지역발전을 견인해 나갈 수 있도록 할 것입니다. 특히 그동안 급격한 도시화와...,http://www.dtoday.co.kr/news/articleView.html?idxno=291320
2019.01.02.,제주의소리,"기해년 제주도민 신년인사회 ""희망의 첫걸음""",모두가 갈등 해소를 위해 중지를 모아야 한다”고 말했다. 이어 “역지사지(易地思之) 자세로 소통해 미래 성장 초석을 다진다면 경제와 사회 등 제주가 선순환 발전할 수 있는 해가 될 것”이라며 “창립 84주년을 맞은...,http://www.jejusori.net/?mod=news&act=articleView&idxno=213324
2019.01.02.,제주도민일보,"황금돼지의 해, '갈등의 섬' 제주",6개월이 지난 작금의 상황은 도민을 바라보는게 아닌 도민 위에 서겠다는 의도로밖에 보이지 않는다. 황금돼지의 해를 맞아 제주도정이 이런 갈등의 실타래를 어떻게 풀어나갈 것인지 그 행보에 눈과 귀가 집중되고 있다.,http://www.jejudomin.co.kr/news/articleView.html?idxno=108357
2019.01.02.,뉴스제주,"""제2공항, 현 제주공항 문제해결 위한 것""","이제 '원희룡 제주도지사'하면 자연스레 '영리병원'이 떠오를 정도로 그 이미지가 고착돼버렸다. 제주에 여러... 이어 원 지사는 ""국토교통부의 조사결과 발표를 지켜보면서 주민의견을 충분히 수렴해 갈등을 최소화하겠다...",http://www.newsjeju.net/news/articleView.html?idxno=322933
2019.01.02.,헤드라인제주,[2019년 신년사] 김대형 제주상공회의소 회장,올해 제주경제는 외부환경에 민감한 우리주변의 대내외 여건을 감안하면 결코 녹록치 않은 엄중한 상황에서... 필요에 따라 먼저 나서서 갈등을 해소하고 도민의 이해를 구하는 데 중지를 모으는데도 노력할 것이다. 특히...,http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=352382
2019.01.02.,MBC,"[세계는 그리고 우리는] 정청래, ""북루오션, 북한이 블루오션이다""","◎ 진행자 > 부울경이랑 대구, 경북, 제주까지. ◎ 정청래 > 그런데 본인이 앞을 못 내다보시더라고요. 본인도... ◎ 진행자 > 그런 갈등이 있을 수 있다는 거죠. ◎ 정청래 > 그런데 이제 경제지표 중에서 언론이 잘 보도하지...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=214&aid=0000904998
2019.01.02.,파이낸셜뉴스언론사,[J노믹스 J턴하라] 경제 원로 진념 前 부총리에게 듣는다,"하지만 대립, 갈등이 지속되고 있고 해법도 찾지 못하고 있다. ▲문재인정부는 노동존중 사회를 만들겠다고... 예컨대 투자개방형(영리) 병원이 최근 제주도에서 제한적으로 허용됐다. 투자개방형 병원은 우리나라의 앞선...",http://www.fnnews.com/news/201901021656043365
2019.01.02.,교수신문,[950호 새로나온 책] 곽재구의 포구기행 외,"총 25개 이야기로 묶인 이 책은 강원도 고성 화진포에서 시작해 전라도와 경상도, 제주도, 충청도의 포구들을... 뿐만 아니라, 그는 한자동맹의 붕괴와 복식 부기의 전파, 경제 강국의 판도 변화, 자본가와 노동자의 갈등...",http://www.kyosu.net/news/articleView.html?idxno=43593
2019.01.02.,제민일보,"[무공침] ""도민 역량 모을 때""",원희룡 제주도지사의 선거법 위반 혐의 법정공방 등이 예정. 4ㆍ3 수형인 재심사건 이후 4ㆍ3 완전 해결을 위한 도민 통합이 과제로 제시되고 있지만 원 지사의 선거법 위반사건으로 갈등을 봉합하기가 쉽지 않을 것으로...,http://www.jemin.com/news/articleView.html?idxno=560462
2019.01.02.,한라일보,"[신년사] 오영훈 국회의원 ""올해는 공감하는 성과 내겠다""","저는 2019년에도 '제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법' 전면 개정, 제주특별자치도의 비전을 새롭게 하기 위한 '제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법'의 개정, 제2공항의 갈등해결...",http://www.ihalla.com/read.php3?aid=1546417466617592073
2019.01.02.,JIBS,지역 정당 신년사.. 제주현안 해결 노력,"더불어민주당 제주도당은 신년사를 통해 현재 미뤄지고 있는 4.3특별법과 제주특별법 전면 개정을 추진하고, 제2공항 등 지역 갈등 해결을 위해서도 정치 역량을 모으겠다고 강조했습니다. 정의당 제주도당도 故노회찬...",http://www.jibs.co.kr/news/articles/articlesDetail/3992?feed=na
2019.01.02.,한라일보,"[신년사] 위성곤 국회의원 ""제주특별법 전면 개정 추진""","그리고 강정 주민들과 도민들의 노력으로 지난해 우리는 제주사회 현안이던 강정마을 갈등에 대한 대통령님의 유감 표명, 강정마을 공동체 회복에 대한 적극적인 지원 약속 등을 이끌어냈습니다. 이를 계기로 갈등이 아닌...",http://www.ihalla.com/read.php3?aid=1546417965617593073
2019.01.02.,제민일보,제주현안 해결 제도의회 역할론 대두,"올해부터 도-도의회간 상설정책협의회가 가동되면서 제주도정의 주요정책에 대해 도의회가 의견을 적극 반영할 수 있는 틀이 마련됐다. 이 때문에 제2공항 갈등 해소, 경제 활성화, 버스준공영제 효율성 확보...",http://www.jemin.com/news/articleView.html?idxno=560488
2019.01.02.,현대해양,선진국 못지 않은 어촌 아름다움 발산,"경남 창원 고현마을, 인천 용유도 마시안마을, 제주 애월 구엄마을, 제주 대림마을, 전남 완도 월송마을은... 또한, 만수동마을은 팬션운영자와 갈등이 적고 어촌계와 상생하는 마을로 발전했다. 펜션 운영자는 어업인이...",http://www.hdhy.co.kr/news/articleView.html?idxno=8695
2019.01.02.,제주일보,행정체제-2공항 화두...道-의회 상설 정책협의 역할론 대두,"▲""사유재산-생존권 침해""…갈등 최고조 고비에 선 제주의 현안마다 하나같이 갈등과 대립이 도사리고 있다. 최근 급격한 변화와 성장 속에 대규모 개발이 구체화되고 부동산가격이 폭등하는 과정에서 도민사회에...",http://www.jejuilbo.net/news/articleView.html?idxno=111898
2019.01.02.,제민일보,[제민포럼] 2019년의 역사적 의미,"간 갈등, 어느 것 하나 1919년 선배들의 지향과는 거리가 먼 역사와 현실이었다. 이제 다시금 100년 전 출범한 대한민국 민주공화국과 통합의 독립국가가 완성됐는지 되새겨 볼 때다. 이제 눈을 돌려 제주도를 들여다보자....",http://www.jemin.com/news/articleView.html?idxno=560339
2019.01.02.,제민일보,"[기고] 제14회 제주포럼 '아시아, 회복탄력적 평화를 향하여: 협력과 통합'","제14회 제주포럼은 이러한 노력에도 불구하고 계속되는 갈등을 해소해 지속적인 평화로 나아가기 위한 아시아와 아시아 너머 세계의 회복탄력적인 평화 수립 방안을 논의하고자 '아시아, 회복탄력적 평화를 향하여...",http://www.jemin.com/news/articleView.html?idxno=560407
2019.01.02.,투데이에너지,[신년기획] 재생E 입지 갈등 해결책 없나,"반면 태양광과 풍력발전기 보급 확대에 따른 사회적 갈등도 늘어나고 있다. 설치에 반대하는 주민들의... 6% △제주 1.2% 순이다. 대부분이 건강과 생활에 피해를 입었다는 사례며 환경훼손, 재산피해, 재해 및 안전상 우려...",http://www.todayenergy.kr/news/articleView.html?idxno=210112
2019.01.02.,JIBS,"의회, 제주정가 ""민생문제.현안 해결 노력""","도정을 견제하는 의회 본연의 역할을 다하겠다고 밝혔습니다. 제주지역 정당들도 잇따라 신년사를 발표하고, 4.3 특별법과 제주특별법 개정, 제2공항 등 지역 갈등 해결에 정치적 역량을 모으겠다고 강조했습니다. JIBS",http://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2019010221350331637?feed=na
2019.01.02.,경남일보,"허성무 ""창원 통합의 길 찾겠다""","시민 갈등을 치유하고 새로운 창원의 미래비전을 세워줄 통합의 정신으로 '지역사'를 강조하면서, 창원... 제주도를 특별자치도로 하겠다고 했을 때 얼마나 반대가 많았나? 대개 기득권자들이 반대했다. 지금은 어떤가....",http://www.gnnews.co.kr/news/articleView.html?idxno=346559
2019.01.03.,연합뉴스,[전국 주요 신문 톱뉴스](3일 조간),대폭 강화 ▲ 제주新보 = 제주지역 특수성 반영하기 위한 장기 전력수요 모형 개발 '관심' ▲ 제주일보 = '갈등ㆍ대립' 해법에 제주 미래 명운 달렸다 ▲ 한라일보 = 도정 최우선 정책과제로 일자리 창출 추진 (서울=연합뉴스),http://yna.kr/AKR20190103017600011?did=1195m
